city,region,address,price,price_for_square_metre,total_area,floor,num_of_floors,num_of_rooms,subway,apartment_complex
Київ,Голосіївський,"вул. Михайла Максимовича, 32А",120 000 $,1 600 $,75 м²,18,23,2,,ЖК Liko-Grad Perfect Town
Харків,Київський,"вул. Борткевича, 5",20 500 $,554 $,37 м²,1,9,1,,ЖК Гідропарк
Рівне,Щасливе,"вул. Чорновола В'ячеслава, 91У",53 900 $,1 382 $,39.4 м²,4,9,1,,
Київ,Святошинський,"бул. Кольцова, 19",46 500 $,1 329 $,35.5 м²,5,9,2,,
Київ,Шевченківський,"вул. Татарська, 6",71 000 $,1 164 $,61 м²,4,9,2,,
Буча,,"бул. Леоніда Бірюкова, 9",26 449 $,38 917 грн,28.2 м²,9,10,1,,ЖК Модуль
Київ,Солом'янський,"вул. Васильченка, 3",134 000 $,1 506 $,89 м²,5,14,3,,
Вінниця,Ленінський,вул. Василя Порика,54 000 $,1 080 $,50 м²,5,5,2,,
Вінницькі Хутори,,Немирівське шосе,47 000 $,904 $,52 м²,9,10,1,,
Івано-Франківськ,,вул. Національної Гвардії,44 500 $,980 $,45.4 м²,4,10,1,,
Тернопіль,Промисловий,"вул. Текстильна, 24Г",27 720 $,600 $,46.2 м²,6,9,1,,ЖК Затишний двір
Київ,Дарницький,"вул. Світла, 3Д",41 999 $,1 050 $,40 м²,10,25,1,,
Київ,Дарницький,"вул. Світла, 3Д",38 999 $,1 026 $,38 м²,10,25,1,,
Крихівці (Івано-Франківськ),,"вул. Слобідська, 2",83 500 $,1 193 $,70 м²,3,9,2,,
Буча,,"бул. Леоніда Бірюкова, 9",26 449 $,39 000 грн,28.14 м²,9,10,1,,
Івано-Франківськ,Коновальця Чорновола,вул. В'ячеслава Чорновола,25 500 $,773 $,33 м²,6,10,1,,ЖК Парковий маєток
Бровари,,"вул. Симоненка, 111",40 000 $,833 $,48 м²,23,25,1,,ЖК Атлант на Київській
Ірпінь,,вул. Достоєвського,53 892 $,855 $,63 м²,2,10,2,,ЖК Синергія Сіті
Житомир,Корольовский,Станишівський майд.,46 200 $,783 $,58.6 м²,4,5,2,,
Львів,Личаківський,"вул. Бігова, 17",78 000 $,1 393 $,56 м²,11,16,2,,ЖК Щасливий
Черкаси,Придніпровський,"вул. Нарбутівська, 160/1",30 500 $,692 $,44.1 м²,1,5,2,,
Чернівці,Першотравневий,вул. Залозецького Володимира,61 000 $,1 039 $,58.7 м²,4,5,2,,
Ірпінь,,"вул. Миколи Сингаївського(Новооскольська), 8К",56 000 $,889 $,63 м²,3,10,2,,ЖК Нові Метри PARK
Біла Церква,,"вул. Молодіжна, 20",22 000 $,479 $,45.9 м²,5,5,2,,
Полтава,Подільський,"вул. Старий Поділ, 18",64 000 $,680 $,94.1 м²,9,10,3,,ЖК вул. Старий Поділ
Хмельницький,Виставка,"вул. Трудова, 6/2",29 500 $,550 $,53.61 м²,5,10,1,,
Буча,,"вул. Героїв Майдану, 15",49 500 $,1 117 $,44.3 м²,5,5,2,,
Одеса,Київський,Фонтанська дор.,67 000 $,1 396 $,47.8 м²,12,20,1,,ЖК Aqua Marine
Гостомель,,"вул. Остромирська, 49Г",55 000 $,1 375 $,40 м²,4,7,2,,ЖК Life
Вінниця,Замостянський,вул. Академіка Янгеля,26 000 $,815 $,31.9 м²,2,2,2,,
Ірпінь,,"вул. Миколи Сингаївського(Новооскольська), 6К",56 000 $,875 $,64 м²,3,10,2,,ЖК Нові Метри PARK
Дніпро,Соборний,"вул. Мандриківська, 51Л секція 4",37 000 $,841 $,44 м²,13,16,1,,ЖК Кращий Дім
Івано-Франківськ,Майзлі,вул. Хриплинська,30 500 $,782 $,39 м²,7,19,1,,ЖК SKYGARDEN
Хмельницький,,"вул. Трудова, 6/2",41 700 $,525 $,79.47 м²,2,10,2,,
Одеса,Київський,"вул. Інглезі, 2 корпус 8",39 000 $,1 258 $,31 м²,9,12,1,,ЖК Via Roma
Київ,Дарницький,"вул. Причальна, 12",115 000 $,1 264 $,91 м²,25,26,3,,ЖК Great
Київ,Деснянський,"вул. Костянтина Данькевича, 7А",39 990 $,1 020 $,39.2 м²,9,10,1,,
Київ,Голосіївський,"вул. Михайла Максимовича, 26В",113 550 $,1 305 $,87 м²,3,19,2,Васильківська,ЖК Нова Англія
Київ,Дарницький,"просп. Миколи Бажана, 7А",40 000 $,1 081 $,37 м²,1,9,1,Вирлиця,
Київ,Шевченківський,"вул. Бакинська, 37В",33 990 $,1 642 $,20.7 м²,2,9,1,Сирець,
Чернівці,Першотравневий,"вул. Герцена, 91",105 000 $,859 $,122.3 м²,6,10,3,,ЖК Буковинський
Полтава,Шевченківський (Жовтневий),вул. Освітянська,36 000 $,554 $,68.9 м²,1,9,2,,
Тернопіль,,"вул. Торговиця(Живова Анатолія), 19",90 720 $,900 $,100.8 м²,10,10,3,,ЖК Централ Хол
Київ,Деснянський,"вул. Миколи Закревського, 101Б",40 000 $,1 170 $,34.2 м²,22,26,1,,ЖК Вигурівщина-20
Ірпінь,,"вул. Миколи Сингаївського(Новооскольська), 6Д",55 000 $,948 $,58 м²,5,10,2,,ЖК Нові Метри PARK
Миколаїв,Інгульський,вул. Космонавтів,41 500 $,659 $,63 м²,9,10,3,,
Одеса,Приморський,"Фонтанська дор., 25",50 000 $,1 471 $,34 м²,12,26,1,,ЖК Акрополь
Вінниця,Замостянський,"вул. Павла Корнелюка(Станіславського), 21",30 000 $,1 111 $,27 м²,1,5,1,,
Вінниця,Ленінський,вул. Марії Литвиненко-Вольгемут,64 999 $,1 016 $,64 м²,4,9,3,,
Сокільники,,"вул. Героїв Крут, 4А",78 000 $,1 240 $,62.9 м²,5,8,2,,ЖК Компаньйон
Ірпінь,,"вул. Революції, 14Г",77 000 $,1 242 $,62 м²,5,5,2,,ЖК Садовий
Київ,Оболонський,"просп. Оболонський, 7Б",51 000 $,1 500 $,32 м²,5,9,1,Мінська,
Миколаїв,Інгульський,вул. Будівельників,15 400 $,497 $,30.9 м²,5,5,1,,
Ірпінь,,"вул. Соборна, 128/1",36 800 $,963 $,38.2 м²,4,4,1,,
Львів,Франківський,"вул. Тролейбусна, 7",135 000 $,1 720 $,78.5 м²,2,5,3,,
Тернопіль,Аляска,вул. Смакули,27 500 $,786 $,35 м²,5,11,1,,ЖК Київський
Харків,Салтівський,"вул. Академіка Павлова, 134/16",25 000 $,556 $,45.6 м²,10,12,2,Студентська,
Ірпінь,,"вул. Миколи Сингаївського(Новооскольська), 34Б",25 500 $,708 $,33.4 м²,2,5,1,,
Тернопіль,,"вул. Торговиця(Живова Анатолія), 19",46 900 $,1 000 $,46.9 м²,10,10,1,,ЖК Централ Хол
Тернопіль,Північний,"вул. Текстильна, 24Г",62 000 $,873 $,71 м²,6,9,2,,
Трускавець,,вул. Івасюка,35 000 $,1 167 $,29.4 м²,5,5,1,,
Одеса,Київський,вул. Люстдорфська дорога,28 000 $,809 $,34.6 м²,8,12,1,,
Київ,Солом'янський,"вул. Академіка Білецького, 6",67 000 $,1 340 $,50 м²,1,5,2,,
Житомир,Корольовский,"вул. Східна, 68",65 000 $,823 $,79 м²,9,9,4,,
Хмельницький,Центр,вул. Прибузька,43 500 $,926 $,47 м²,9,11,2,,
Івано-Франківськ,Каскад,"вул. Івасюка, 11",52 000 $,1 278 $,40.7 м²,7,9,1,,ЖК вул. Івасюка
Одеса,Пересипський,"вул. Жоліо-Кюрі, 62",25 000 $,399 $,62.7 м²,8,9,3,,
Одеса,Пересипський,"вул. Владислава Бувалкіна(Генерала Бочарова), 35",19 000 $,554 $,34.3 м²,6,9,1,,
Київ,Голосіївський,"вул. Ломоносова, 75А",330 000 $,2 444 $,134.7 м²,10,19,3,Виставковий центр,
Київ,Голосіївський,"вул. Михайла Максимовича, 28Д",110 000 $,1 642 $,67 м²,7,14,2,Васильківська,ЖК Нова Англія
Київ,Шевченківський,"вул. Ростиславська(Маршала Рибалка), 7/18",68 000 $,1 181 $,57.6 м²,5,5,3,Лук'янівська,
Винники (Львів),,"вул. Лісна, 5Д",63 000 $,1 260 $,49.9 м²,3,6,1,,
Ужгород,Центр,"просп. Свободи, 1",70 000 $,986 $,71 м²,3,9,3,,
Ірпінь,,вул. Університетська(Карла Маркса),24 900 $,586 $,42.5 м²,5,19,1,,
Львів,Залізничний,вул. Сяйво,55 000 $,1 143 $,48.1 м²,9,9,2,,
Тернопіль,,"вул. Торговиця(Живова Анатолія), 19",72 954 $,945 $,77.2 м²,4,10,2,,ЖК Централ Хол
Лиманка,,"вул. Перлинна, 6",30 000 $,682 $,44 м²,6,19,1,,ЖК Тридцять сьома перлина
Львів,Галицький,вул. Мушака Юрія,360 000 $,2 449 $,146.8 м²,3,3,4,,
Ірпінь,,"вул. Достоєвського, 5",43 000 $,1 000 $,43 м²,1,10,1,,ЖК Синергія Сіті
Одеса,Приморський,"бул. Французький, 26 корпус 2",99 000 $,1 768 $,55.8 м²,18,24,1,,ЖК Група будинків на Французькому бульварі
Ірпінь,,"вул. Кобилянської Ольги, 1В/5",61 000 $,792 $,77 м²,8,10,2,,ЖК Синергія Сіті
Одеса,Київський,"вул. Варненська, 29 корпус 4",36 000 $,766 $,47 м²,5,24,1,,ЖК Скай Сіті
Ірпінь,,"вул. Університетська(Карла Маркса), 1Ч",53 000 $,1 485 $,129.8 м²,9,10,1,,ЖК Irpin City
Ірпінь,,"вул. Соборна, 122",43 000 $,1 049 $,41 м²,7,14,1,,
Вінниця,Ленінський,вул. Миколаївська,65 200 $,1 190 $,54.8 м²,1,6,1,,
Київ,Дарницький,"вул. Ревуцького, 40В",73 800 $,1 813 $,40.7 м²,11,25,1,Харківська,ЖК Лебединий
Луцьк,33 мікрорайон,"вул. Чорновола В'ячеслава, 5",119 000 $,1 214 $,98 м²,8,9,3,,ЖК Оселя парк
Київ,Оболонський,"просп. Володимира Івасюка, 52",63 000 $,1 537 $,41 м²,5,9,1,Героїв Дніпра,
Київ,Дарницький,"вул. Олени Пчілки, 2А",79 000 $,1 291 $,61.2 м²,9,23,1,Позняки,
Київ,Печерський,"вул. Бастіонна, 15",138 000 $,1 500 $,92 м²,3,11,3,Звіринецька(Дружби народів),
Івано-Франківськ,,вулиця Драча,54 000 $,1 227 $,44 м²,9,11,1,,
Запоріжжя,Олександрівський (Жовтневий),"вул. Поштова(Горького), 163",29 000 $,505 $,57.46 м²,5,5,3,,
Київ,Дарницький,"вул. Зарічна, 4 корпус 1",95 000 $,2 827 $,33.6 м²,5,33,1,Славутич,ЖК Славутич
Київ,Солом'янський,"вул. Залізнична, 32",61 500 $,2 402 $,25.6 м²,3,3,1,Політехнічний інститут,ЖК Loft Park
Вінниця,Ленінський,"вул. Академіка Ющенка, 5",89 000 $,774 $,115 м²,1,10,3,,
Ірпінь,,вул. Університетська(Карла Маркса),37 500 $,615 $,61 м²,5,16,2,,
Слобожанське,,вул. Співдружності,58 000 $,1 289 $,44.2 м²,2,10,1,,
Івано-Франківськ,Центр,"вул. Лепкого Богдана, 51",67 600 $,966 $,70.6 м²,5,5,3,,
Ірпінь,,"вул. Університетська(Карла Маркса), 1Б",34 500 $,539 $,64 м²,10,17,2,,ЖК Сяйво 2
Тернопіль,Центр,"вул. Торговиця(Живова Анатолія), 19",65 520 $,1 200 $,54.6 м²,4,10,1,,ЖК Централ Хол
Крихівці (Івано-Франківськ),,"вул. 24-го Серпня, 7",55 300 $,750 $,73.7 м²,1,5,3,,ЖК Долішній
Київ,Солом'янський,"вул. Клінічна, 23-25",268 000 $,1 755 $,152.7 м²,3,24,4,,
Вінницькі Хутори,,Немирівське шосе,54 000 $,1 286 $,42 м²,3,10,1,,
Ірпінь,,"вул. Університетська(Карла Маркса), 1Б",45 000 $,703 $,64 м²,9,17,2,,ЖК Сяйво 2
Київ,,"вул. Михайла Максимовича, 26Е",115 000 $,2 805 $,41 м²,19,21,1,,ЖК Нова Англія
Ірпінь,,вул. Університетська(Карла Маркса),26 000 $,619 $,42 м²,5,16,1,,
Ірпінь,,"вул. Літературна(Чехова), 11",140 000 $,2 118 $,66.1 м²,2,5,3,,ЖК Rococo viol
Ірпінь,,вул. Університетська(Карла Маркса),34 500 $,556 $,62 м²,8,17,2,,
Київ,Оболонський,"вул. Левка Лук'яненка, 29",160 000 $,1 455 $,110 м²,16,17,3,Мінська,
Київ,Дарницький,"вул. Зарічна, 6 корпус 1",155 000 $,2 818 $,55 м²,4,9,1,Осокорки,ЖК Славутич
Дніпро,Шевченківський,вул. Мамая козака,23 000 $,685 $,33.6 м²,5,5,1,,
Одеса,Пересипський,вул. Давида Ойстраха,14 000 $,467 $,29.9 м²,8,9,1,,
Ірпінь,,"вул. Університетська(Карла Маркса), 1Б",25 998 $,605 $,43 м²,9,17,1,,ЖК Сяйво 2
Полтава,,вул. Полтавська,63 000 $,955 $,66 м²,2,10,2,,
Тернопіль,,"вул. Торговиця(Живова Анатолія), 19",56 080 $,800 $,70.1 м²,10,10,2,,ЖК Централ Хол
Київ,Дніпровський,"просп. Соборності, 5",41 000 $,852 $,46.1 м²,3,5,2,,
Одеса,Хаджибейський,вул. Головківська,45 000 $,459 $,98 м²,6,9,5,,
Лиманка,,вул. Перлинна,42 500 $,1 000 $,42.9 м²,19,19,1,,
Київ,Деснянський,"вул. Рональда Рейгана(Теодора Драйзера), 40",38 000 $,1 030 $,36.9 м²,7,19,1,,
Тернопіль,,"вул. Торговиця(Живова Анатолія), 19",53 600 $,800 $,67 м²,10,10,2,,ЖК Централ Хол
