city,region,address,price,price_for_square_metre,total_area,floor,num_of_floors,num_of_rooms,subway,apartment_complex
Івано-Франківськ,,"вул. Національної Гвардії, 14С",39 516 $,930 $,42.49 м²,1,10,1,,ЖК Паркове містечко (7 черга)
Івано-Франківськ,,"вул. Національної Гвардії, 14С",41 441 $,930 $,44.56 м²,1,10,1,,ЖК Паркове містечко (7 черга)
Івано-Франківськ,,"вул. Національної Гвардії, 14С",60 192 $,900 $,66.88 м²,2,10,2,,ЖК Паркове містечко (7 черга)
Івано-Франківськ,,"вул. Національної Гвардії, 14С",36 000 $,930 $,38.71 м²,1,10,1,,ЖК Паркове містечко (7 черга)
Івано-Франківськ,,"вул. Національної Гвардії, 14С",36 344 $,930 $,39.08 м²,1,10,1,,ЖК Паркове містечко (7 черга)
Ірпінь,,вул. Університетська(Карла Маркса),47 000 $,839 $,57.2 м²,7,16,2,,
Ужгород,Боздош,вул. Хіри Олександра,105 000 $,955 $,110 м²,5,5,3,,
Ірпінь,,"вул. Західна, 12",99 900 $,1 586 $,62.6 м²,3,10,2,,
Харків,Немишлянський,бул. Жасминовий,42 000 $,545 $,77 м²,1,9,4,,
Ужгород,Новий,"вул. Ігоря Сікорського(Можайського), 5",42 500 $,867 $,49 м²,4,5,2,,
Харків,Шевченківський,"вул. Клочкова Василя, 197Б",25 000 $,694 $,36.9 м²,7,9,1,Ботанічний сад,
Ірпінь,,"вул. Університетська(Карла Маркса), 3/4",47 000 $,1 044 $,45 м²,13,16,1,,ЖК Центральний-2
Івано-Франківськ,Княгинин,"вул. Княгинин, 44",68 000 $,723 $,94.1 м²,4,14,3,,
Харків,Основ’янський,"вул. Лисаветинська, 3",48 500 $,630 $,77 м²,9,16,3,Проспект Гагаріна,ЖК Левада
Полтава,Шевченківський (Жовтневий),"вул. Героїв АТО, 116 корпус 2",36 000 $,554 $,62.6 м²,4,9,3,,
Ірпінь,,"вул. Університетська(Карла Маркса), 3/6",40 500 $,988 $,41.4 м²,13,17,1,,
Тернопіль,Старий парк,"вул. Миколи Леонтовича(Глінки Михайла), 4",21 000 $,700 $,30 м²,1,3,1,,
Київ,Печерський,"вул. Еспланадна, 30",275 000 $,2 043 $,134.6 м²,4,5,5,Олімпійська,
Одеса,Київський,вул. Космонавта Комарова,22 000 $,671 $,32.8 м²,3,5,1,,
Ірпінь,,"вул. Університетська(Карла Маркса), 1Т/2",34 000 $,596 $,57.2 м²,7,14,2,,
Одеса,Приморський,"вул. Карантинна, 22",96 000 $,2 400 $,40 м²,7,11,1,,
Ірпінь,,вул. Павленка,33 191 $,36 243 грн,38 м²,4,9,1,,ЖК Нові Метри Center
Одеса,Пересипський,вул. Марсельська,22 999 $,500 $,46 м²,1,9,2,,
Одеса,Пересипський,вул. Палія Семена,42 000 $,494 $,85.3 м²,7,12,4,,
Ірпінь,,вул. Кобилянської Ольги,29 500 $,797 $,37 м²,5,10,1,,
Буча,,"вул. Івана Кожедуба, 4В",36 045 $,810 $,44.5 м²,11,11,1,,ЖК Millennium State
Ірпінь,,вул. Достоєвського,29 000 $,752 $,38.56 м²,1,9,1,,ЖК Синергія Сіті
Гнівань,,вул. Богдана Хмельницького,34 700 $,690 $,50.3 м²,4,5,2,,
Київ,Печерський,"вул. Михайла Бойчука, 19А",120 000 $,2 222 $,53.8 м²,4,11,2,Звіринецька(Дружби народів),ЖК П'ятдесят друга перлина
Київ,Голосіївський,"вул. Васильківська, 27/1",76 000 $,1 333 $,57 м²,5,5,2,,
Київ,Деснянський,"вул. Миколи Закревського, 5А",71 900 $,749 $,96 м²,5,18,4,,
Буча,,вул. Бориса Гмирі,52 500 $,1 167 $,45 м²,5,9,1,,ЖК Нова Буча
Ірпінь,,вул. Озерна,29 000 $,763 $,38 м²,7,10,1,,
Ірпінь,,вул. Кобилянської Ольги,49 000 $,742 $,66 м²,6,10,2,,
Івано-Франківськ,,"вул. Героїв Миколаєва(Сєченова), 129А",68 000 $,883 $,77 м²,7,9,3,,ЖК Паркова Алея
Ірпінь,,вул. Кобилянської Ольги,31 200 $,821 $,38 м²,5,10,1,,ЖК Синергія Сіті
Ірпінь,,вул. Достоєвського,50 000 $,758 $,66 м²,4,9,2,,
Ірпінь,,пров. Озерний,32 000 $,842 $,38 м²,6,10,1,,
Гостомель,,"вул. Мисливська, 3Б",58 500 $,873 $,67 м²,3,9,2,,ЖК Parktown
Київ,Дніпровський,"вул. Новаторів, 9",59 900 $,1 198 $,50 м²,2,12,2,,
Ірпінь,,вул. Кобилянської Ольги,63 400 $,813 $,78 м²,5,10,3,,ЖК Синергія Сіті
Київ,Голосіївський,"вул. Михайла Максимовича, 24В",105 000 $,1 382 $,76 м²,4,16,2,Васильківська,ЖК Нова Англія
Ірпінь,,вул. Кобилянської Ольги,32 000 $,821 $,39 м²,6,10,1,,
Харків,Київський,"вул. Борткевича, 1",43 000 $,551 $,76.7 м²,9,9,1,Академіка Павлова,
Ірпінь,,вул. Достоєвського,62 000 $,775 $,80 м²,5,10,3,,
Одеса,,вул. Владислава Бувалкіна(Генерала Бочарова),43 000 $,694 $,61.9 м²,2,5,2,,
Буча,,"вул. Івана Кожедуба, 4В",39 115 $,770 $,50.8 м²,11,11,1,,ЖК Мілленіум Сіті
Тернопіль,Центр,"вул. Білогірська, 3А",75 000 $,1 172 $,64 м²,3,11,3,,
Ірпінь,,вул. Достоєвського,30 000 $,750 $,40 м²,5,9,1,,
Тернопіль,Бам,"вул. Смакули, 7",32 500 $,793 $,41 м²,8,11,1,,
Кременчук,Автозаводський,"мас. 278 квартал, 25",27 000 $,529 $,51.4 м²,1,9,2,,
Одеса,Київський,"вул. Академіка Вільямса, 81 корпус 3",36 000 $,563 $,62.6 м²,2,9,3,,
Ужгород,,"вул. Івана Фогарашія, 17",99 000 $,1 650 $,60 м²,5,7,2,,ЖК Mala Praha
Буча,,"вул. Івана Кожедуба, 4В",40 050 $,900 $,44.5 м²,6,11,1,,ЖК Мілленіум Сіті
Харків,Київський,вул. Потебні,205 000 $,1 623 $,126.3 м²,2,6,4,Майдан Конституції,
Ірпінь,,вул. Кобилянської Ольги,58 000 $,734 $,79 м²,5,10,3,,
Буча,,"бул. Леоніда Бірюкова, 7",35 627 $,32 137 грн,46 м²,8,10,1,,ЖК Модуль
Крижанівка (Одеса),,"вул. Академіка Сахарова, 3В",50 000 $,794 $,63 м²,23,25,2,,ЖК Сорок сьома перлина
Тернопіль,Східний,вул. Монастирського Антона,52 000 $,839 $,62 м²,4,5,3,,
Буча,,"вул. Бориса Гмирі, 11/5",45 000 $,600 $,74.8 м²,1,9,3,,ЖК Нова Буча
Ірпінь,,"вул. Павленка, 58",72 500 $,1 576 $,46 м²,7,10,1,,ЖК Нові Метри Center
Одеса,Київський,вул. Академіка Вільямса,40 500 $,827 $,49 м²,3,9,2,,
Петриків,,вул. Козацька,58 000 $,1 036 $,56 м²,3,3,2,,
Хмельницький,Виставка,вул. Будівельників,39 990 $,656 $,61 м²,6,10,1,,
Буча,,"вул. Івана Кожедуба, 4Б",40 590 $,900 $,45.1 м²,10,11,1,,ЖК Мілленіум Сіті
Буча,,"бул. Леоніда Бірюкова, 7",27 107 $,38 919 грн,28.9 м²,5,10,1,,ЖК Модуль
Київ,Подільський,"вул. Віктора Некрасова(Північно-Сирецька), 12А",60 000 $,1 333 $,45 м²,19,26,1,Нивки,ЖК Dibrova Park
Київ,Шевченківський,"вул. Юрія Іллєнка, 89",39 500 $,1 795 $,22 м²,4,9,1,Дорогожичі,
Луцьк,Центр,"вул. Рівненська, 4",64 950 $,1 002 $,64.8 м²,7,14,2,,ЖК Kyiv Sky
Хмельницький,Виставка,"вул. Вінницька, 1/8",47 500 $,679 $,70 м²,1,9,2,,
Хмельницький,Виставка,вул. Будівельників,39 990 $,656 $,61 м²,6,10,2,,
Буча,,"вул. Івана Кожедуба, 4Б",34 910 $,860 $,40.6 м²,11,11,1,,ЖК Мілленіум Сіті
Київ,Голосіївський,"вул. Юлії Здановської(Михайла Ломоносова), 50/2",76 900 $,1 748 $,44 м²,7,18,1,,ЖК Ліко-Град 3
Буча,,"вул. Вишнева, 35",27 107 $,38 919 грн,28.9 м²,5,10,1,,
Буча,,"бул. Леоніда Бірюкова, 7",31 616 $,36 140 грн,36.3 м²,2,10,1,,ЖК Модуль
Ірпінь,,"вул. Університетська(Карла Маркса), 2Ф/2",58 000 $,1 208 $,46.7 м²,2,10,2,,ЖК Карат
Ірпінь,,вул. Кобилянської Ольги,29 000 $,829 $,35 м²,4,10,1,,ЖК Синергія Сіті
Луцьк,Центр,"вул. Рівненська, 4",74 450 $,1 064 $,70 м²,8,14,2,,ЖК Kyiv Sky
Коломия,,вул. Мазепи,62 000 $,827 $,75 м²,1,2,3,,
Одеса,Приморський,пров. Кордонний,67 000 $,1 031 $,65 м²,2,19,2,,ЖК Корфу
Чорноморськ,,вул. Віталія Шума,20 000 $,667 $,29.9 м²,2,9,1,,
Вінниця,Староміський,вул. Якова Шепеля,100 000 $,1 050 $,95.2 м²,4,4,3,,
Ірпінь,,вул. Кобилянської Ольги,32 000 $,821 $,39 м²,5,9,1,,ЖК Синергія Сіті
Одеса,Пересипський,вул. Училищна,17 000 $,489 $,35 м²,1,1,2,,
Ірпінь,,вул. Ломоносова,32 000 $,821 $,38.5 м²,2,3,1,,
Черкаси,Придніпровський,вул. Гоголя,125 000 $,1 068 $,117 м²,4,10,4,,
Одеса,Приморський,пров. Кордонний,73 000 $,1 608 $,45.4 м²,12,19,1,,ЖК Корфу
Одеса,Приморський,"плато Гагарінське, 2",88 000 $,989 $,90 м²,2,18,3,,ЖК Шоста перлина
Буча,,"вул. Вишнева, 35",32 648 $,31 214 грн,43.4 м²,10,10,1,,
Ірпінь,,вул. Кобилянської Ольги,31 000 $,886 $,35 м²,5,10,1,,
Ірпінь,,вул. Університетська(Карла Маркса),53 000 $,801 $,62.2 м²,4,16,2,,ЖК Irpin City
Ірпінь,,вул. Кобилянської Ольги,53 000 $,803 $,66 м²,6,10,2,,ЖК Синергія Сіті
Одеса,Хаджибейський,вул. Івана і Юрія Лип,48 500 $,833 $,58.2 м²,4,5,3,,
Буча,,"бул. Леоніда Бірюкова, 35",31 147 $,34 191 грн,37.8 м²,2,10,1,,
Житомир,Богунський,"просп. Незалежності, 174",39 000 $,951 $,40.6 м²,5,5,1,,
Буча,,"бул. Леоніда Бірюкова, 7",32 648 $,31 214 грн,43.4 м²,10,10,1,,ЖК Модуль
Ірпінь,,"вул. Ломоносова, 83",31 000 $,805 $,38.5 м²,2,3,1,,ЖК Найкращий квартал
Буча,,"вул. Івана Кожедуба, 4Б",44 910 $,900 $,49.9 м²,10,11,1,,ЖК Мілленіум Сіті
Київ,Святошинський,"вул. Депутатська, 6",68 000 $,986 $,69 м²,1,9,3,,
Буча,,"вул. Івана Кожедуба, 4Б",34 680 $,861 $,40.3 м²,11,11,1,,ЖК Мілленіум Сіті
Буча,,"бул. Леоніда Бірюкова, 7",31 147 $,34 200 грн,37.79 м²,2,10,1,,ЖК Модуль
Хмельницький,Виставка,вул. Степана Бандери,77 000 $,700 $,110 м²,4,10,3,,
Буча,,"бул. Леоніда Бірюкова, 35",31 276 $,36 049 грн,36 м²,9,10,1,,
Львів,Личаківський,вул. Глинянський Тракт,59 000 $,1 408 $,41.9 м²,9,9,1,,
Ірпінь,,вул. Кобилянської Ольги,30 000 $,789 $,38 м²,3,10,1,,
Вінниця,Замостянський,"вул. Стрілецька, 1 корпус 1",66 000 $,733 $,90 м²,10,12,3,,ЖК Комфорт
Одеса,Пересипський,вул. Палія Семена,55 000 $,764 $,71.2 м²,12,12,3,,
Дніпро,Шевченківський,просп. Науки(Гагаріна),24 500 $,780 $,31.4 м²,1,5,1,,
Київ,Печерський,"вул. Андрія Верхогляда(Драгомирова), 11",699 000 $,3 679 $,190 м²,8,30,5,Звіринецька(Дружби народів),ЖК Новопечерські Липки
Суми,Ковпаковський,"2-а вул. Залізнична, 22А",26 000 $,388 $,66.62 м²,2,3,3,,
Кам'янське,,"вул. Звенигородська, 12А",23 000 $,426 $,54 м²,1,5,3,,
Івано-Франківськ,Центр,вул. Тараса Шевченка,135 000 $,1 570 $,86 м²,10,12,1,,ЖК Royal Hall
Буча,,"бул. Леоніда Бірюкова, 7",31 276 $,36 049 грн,36 м²,9,10,1,,ЖК Модуль
Харків,Основ’янський,вул. Заливна,41 000 $,774 $,53 м²,6,16,2,Проспект Гагаріна,ЖК Левада 2
Київ,Печерський,"вул. Панаса Мирного, 11",85 000 $,1 393 $,61 м²,5,12,2,Печерська,
Вінниця,Замостянський,вул. Стеценка,51 000 $,1 308 $,38.7 м²,2,9,1,,
Одеса,Приморський,"вул. Генуезька, 1Е корпус 2",60 000 $,1 232 $,54 м²,3,26,1,,ЖК Родос
Гостомель,,"вул. Мирна, 15",27 000 $,638 $,42.3 м²,1,4,1,,
Хмельницький,Центр,"вул. Свободи, 20/4",75 000 $,1 230 $,61 м²,14,16,2,,ЖК Над Бугом
Київ,,"вул. Віктора Ярмоли, 28/32",102 000 $,1 397 $,75.4 м²,9,9,3,,
Чорноморськ,Іллічівськ,"вул. Парусна, 1В",35 000 $,795 $,44 м²,3,10,1,,
Вінниця,,"вул. Магістратська, 156А",120 000 $,1 263 $,95 м²,16,16,3,,ЖК Park Tower
Хмельницький,Південно-Західний,"вул. Кам'янецька, 98",40 000 $,727 $,55 м²,3,5,3,,
Запоріжжя,Комунарський,вул. Європейська(Малиновського),22 000 $,498 $,44.02 м²,4,5,2,,
Буча,,"вул. Вишнева, 35",35 627 $,32 137 грн,46 м²,8,10,1,,
Вінницькі Хутори,,"Немирівське шосе, 94И корпус 2",44 998 $,939 $,47.9 м²,10,10,1,,ЖК Сімейний Comfort
Чорноморськ,Іллічівськ,"вул. 1 Травня, 42",55 000 $,979 $,56.2 м²,5,9,2,,ЖК Цветной бульвар
Лиманка,,"вул. Перлинна, 9",40 500 $,988 $,41.2 м²,12,19,1,,ЖК Сорок дев'ята перлина
Одеса,Приморський,"вул. Генуезька, 1Е корпус 2",110 000 $,1 134 $,97 м²,3,26,2,,ЖК Родос
Київ,Подільський,"вул. Набережно-Лугова, 3А",42 500 $,1 012 $,37.5 м²,3,5,2,Тараса Шевченка,
Миколаїв,Центральний,вул. Прикордонна,25 000 $,500 $,50.1 м²,3,9,2,,
Івано-Франківськ,Бам,"вул. Довженка О., 18/2",25 000 $,833 $,30 м²,3,6,1,,
Рівне,Проспект,"вул. Небесноїй Сотні, 66",94 000 $,1 194 $,78.7 м²,3,11,2,,ЖК Ріверсайд
Вовчинець,,вулиця Потічна,75 000 $,1 172 $,64 м²,9,10,2,,
Вінниця,Замостянський,"вул. Гетьмана Мазепи(Чехова), 9Б",100 000 $,1 145 $,87.3 м²,3,11,3,,ЖК вул. Чехова
Вінницькі Хутори,,Немирівське шосе,42 998 $,1 000 $,43 м²,3,10,1,,ЖК Сімейний Comfort
Кривий Ріг,Дзержинський,просп. Гагаріна,53 000 $,898 $,59.1 м²,3,5,3,,
Київ,Шевченківський,"вул. Салютна, 17",29 500 $,931 $,31.2 м²,5,5,1,,
Київ,Голосіївський,"вул. Васильківська, 8",62 000 $,1 148 $,49.8 м²,8,9,2,Голосіївська,
Одеса,Приморський,"вул. Генуезька, 1Е корпус 2",55 000 $,1 038 $,48 м²,3,26,1,,ЖК Родос
Полтава,Шевченківський (Жовтневий),Київське шосе,45 500 $,746 $,61.4 м²,5,5,3,,
Хмельницький,Заріччя,вул. Нижня Берегова,45 000 $,900 $,50 м²,1,10,1,,
Київ,Шевченківський,"вул. Золотоустівська, 27",195 000 $,1 773 $,110 м²,10,20,3,,ЖК Шевченківський
Дніпро,Центральний,"просп. Поля Олександра, 107А",24 500 $,533 $,46 м²,2,5,2,,
Одеса,Приморський,просп. Гагаріна,40 000 $,714 $,59 м²,2,5,3,,
Київ,Голосіївський,"вул. Академіка Заболотного, 1А",93 000 $,1 849 $,50.3 м²,23,34,2,Теремки,
Стрижавка,,"вул. Київська, 224/1",32 000 $,842 $,38 м²,1,6,,,ЖК Кемпінг Сіті
Запоріжжя,Комунарський,"вул. Космічна, 102А",29 000 $,967 $,30 м²,2,5,1,,
Київ,Святошинський,"вул. Тернопільська, 17",39 000 $,848 $,45.62 м²,4,5,2,,
Кременчук,,просп. Лесі Українки,59 000 $,513 $,115.1 м²,11,14,3,,
Одеса,Хаджибейський,вул. Радісна,23 500 $,537 $,43.8 м²,5,5,2,,
Ірпінь,,"вул. Миру, 4А",52 000 $,819 $,63.5 м²,4,5,3,,
Хмельницький,Центр,вул. Проскурівського Підпілля,30 000 $,952 $,31.5 м²,1,10,1,,ЖК Dream Park
Одеса,Хаджибейський,вул. Адмірала Лазарєва,34 000 $,734 $,46.3 м²,1,2,1,,
Кривий Ріг,Саксаганський,просп. 200-річчя Кривого Рогу,13 500 $,286 $,47.2 м²,4,5,3,,
Вінниця,Замостянський,"вул. Антонова Олега, 40",53 000 $,911 $,58.2 м²,2,5,3,,
Микитинці (Івано-Франківськ),,"вул. Українських Декабристів, 52/6",79 900 $,1 175 $,37.2 м²,6,9,1,,
Ірпінь,,"вул. Виговського, 2Д/4",35 000 $,833 $,42 м²,10,16,1,,ЖК Chehov Парк Квартал
Стрижавка,,"вул. Київська, 224/1",45 000 $,1 163 $,38.7 м²,1,6,,,ЖК Кемпінг Сіті
Ірпінь,,"вул. Виговського, 2Д/5",68 000 $,713 $,95.4 м²,2,16,2,,ЖК Chehov Парк Квартал
Ірпінь,,"вул. Василя Стуса(Пушкінська), 21А",37 000 $,918 $,40.3 м²,4,4,1,,
Ірпінь,,"вул. Виговського, 2Д/5",68 000 $,713 $,95.4 м²,2,16,2,,ЖК Chehov Парк Квартал
Київ,Подільський,"вул. Нижній Вал, 27-29",250 000 $,2 632 $,95 м²,9,12,3,Контрактова площа,ЖК Подол Престиж
Ірпінь,,"вул. Джерельна, 12",68 000 $,1 469 $,46.3 м²,1,10,2,,ЖК Фортуна-2
Івано-Франківськ,Пасічна,вул. Целевича Юліана,38 800 $,746 $,52 м²,8,10,1,,
Івано-Франківськ,Пасічна,"вул. Галицька, 98",76 500 $,843 $,90.7 м²,3,10,3,,
Івано-Франківськ,Каскад,"вул. Миколайчука Івана, 13",44 000 $,688 $,64 м²,3,9,3,,
Івано-Франківськ,Пасічна,"вул. Целевича Юліана, 4",55 000 $,1 306 $,42.1 м²,5,10,1,,ЖК Світанок
Одеса,Приморський,"Фонтанська дор., 58/1",80 000 $,1 818 $,43.7 м²,8,14,1,,ЖК Тридцять перша перлина
Івано-Франківськ,Бам,"вул. Гетьмана Івана Мазепи, 30",69 500 $,808 $,86 м²,3,9,3,,
Одеса,Хаджибейський,"вул. Бугаївська, 37В",22 000 $,973 $,22.6 м²,2,6,1,,
Вінниця,Замостянський,"вул. Павла Тичини, 11",40 000 $,1 026 $,38.6 м²,3,9,1,,
Жмеринка,,вул. Асмолова,23 000 $,303 $,76 м²,2,2,3,,
Київ,Дніпровський,вул. Микільсько-Слобідська,400 000 $,2 271 $,176.1 м²,29,30,5,,
Одеса,Київський,просп. Академіка Глушка,25 000 $,890 $,28.1 м²,4,9,1,,
Київ,Дніпровський,"вул. Амвросія Бучми, 8",67 500 $,1 131 $,59.7 м²,4,16,3,Лівобережна,
Полтава,Шевченківський (Жовтневий),вул. Мазепи Івана,32 000 $,627 $,51 м²,5,5,3,,
Полтава,Шевченківський (Жовтневий),вул. Освітянська,36 000 $,529 $,68.9 м²,1,9,3,,
Івано-Франківськ,Центр,"вул. Національної Гвардії, 14Х",79 000 $,1 516 $,52.1 м²,7,7,2,,ЖК Паркове містечко
Ужгород,Вербник,"вул. Тихого, 13",72 000 $,900 $,78.8 м²,1,3,3,,
Івано-Франківськ,Центр,"вул. Хоткевича Гната, 44Г",77 759 $,833 €,84 м²,1,6,3,,
Ужгород,Новий,"вул. 8-го Березня, 24",41 000 $,820 $,49.7 м²,1,9,2,,
Івано-Франківськ,Центр,"вул. Княгинин, 44",36 000 $,837 $,42 м²,7,12,1,,
Харків,Слобідський,"просп. Героїв Харкова(Московський), 124/7",65 000 $,747 $,86.9 м²,4,9,2,Завод імені Малишева,
Тернопіль,Центр,"бул. Шевченка Тараса, 2",75 000 $,753 $,99.6 м²,3,3,3,,
Чернівці,Першотравневий,"вул. Руська, 219Д",59 900 $,894 $,67 м²,4,9,2,,
Харків,Шевченківський,"вул. Клочківська, 154А",49 000 $,700 $,70 м²,7,16,3,Наукова,
Авангард,,"вул. Торгова, 11",32 000 $,724 $,44.2 м²,2,11,2,,ЖК Сьоме небо
Івано-Франківськ,Центр,вул. Національної Гвардії,99 000 $,1 193 $,84 м²,9,9,3,,
Одеса,Приморський,"вул. Літературна, 122А",67 000 $,1 093 $,61.3 м²,2,21,2,,ЖК Руслан і Людмила
Луцьк,Центр,"вул. Яровиця, 7",119 000 $,932 $,127.7 м²,12,14,3,,ЖК Яровиця
Стасі,,Полтавська,23 000 $,460 $,49.7 м²,4,5,2,,
Вовчинець,,"вул. Потічна, 18",66 300 $,729 $,90.9 м²,9,9,3,,ЖК Комфорт
Одеса,Пересипський,"вул. Марсельська, 40",35 000 $,803 $,43.6 м²,3,9,1,,ЖК Острови
Розсошенці,,вул. Горбанівська,40 000 $,816 $,49.6 м²,1,6,2,,
Буча,,"бул. Леоніда Бірюкова, 9",32 009 $,35 897 грн,37 м²,9,10,1,,
Тернопіль,Дружба,"вул. Львівська, 22",46 925 $,627 $,74.9 м²,2,10,2,,ЖК Затишний дім
Тернопіль,Дружба,"вул. Львівська, 22",60 482 $,602 $,100.4 м²,3,10,3,,ЖК Затишний дім
Одеса,Київський,вул. Зоопаркова,60 000 $,1 091 $,55 м²,2,11,1,,ЖК Победа
Харків,Салтівський,просп. Тракторобудівників,20 500 $,683 $,30 м²,2,9,1,Академіка Барабашова,
Буча,,"бул. Леоніда Бірюкова, 7",32 009 $,35 897 грн,37 м²,9,10,1,,ЖК Модуль
Івано-Франківськ,Центр,"вул. Бандери Степана, 10",41 900 $,676 $,62 м²,4,5,3,,
Тернопіль,Дружба,вул. Карпенка,20 300 $,677 $,30 м²,3,5,1,,
Миколаїв,Інгульський,вул. Чорновола,25 000 $,591 $,42.3 м²,1,4,2,,
Київ,Печерський,"вул. Кропивницького, 10",710 000 $,2 773 $,256.2 м²,7,17,4,Палац спорту,
Буча,,"бул. Леоніда Бірюкова, 9",32 009 $,35 994 грн,36.9 м²,8,10,1,,
Київ,Голосіївський,"просп. Науки, 15",52 000 $,1 413 $,36.8 м²,7,9,1,Деміївська,
Ірпінь,,"вул. Григорія Сковороди, 13/2",48 000 $,814 $,58.7 м²,3,9,2,,ЖК Синергія 3+
Дніпро,Шевченківський,"вул. Квартальна(Гладкова), 33",37 500 $,577 $,65 м²,6,9,3,,
Київ,Печерський,"вул. Андрія Верхогляда(Драгомирова), 9",530 000 $,4 417 $,120 м²,27,30,3,Звіринецька(Дружби народів),ЖК Новопечерські Липки
Київ,Святошинський,"вул. Львівська, 15",167 000 $,2 000 $,83.5 м²,23,26,3,Житомирська,ЖК Святобор
Біла Церква,Центр,вул. Калініна,40 000 $,1 053 $,33.9 м²,7,9,1,,
Буча,,"бул. Леоніда Бірюкова, 7",21 420 $,38 643 грн,23 м²,4,10,1,,
Ірпінь,,"вул. Матвія Донцова(Тургенєвська), 50А",59 000 $,1 453 $,40.6 м²,8,10,1,,ЖК Lemongrass
Ірпінь,,"вул. Миколи Сингаївського(Новооскольська), 8К",52 000 $,1 368 $,38 м²,4,9,1,,ЖК Нові Метри PARK
Хмельницький,Виставка,вул. Нижня Берегова,39 500 $,790 $,50 м²,7,10,1,,ЖК Spring Town New Riviera
Одеса,Хаджибейський,"вул. Краснова, 3 корпус 63",50 000 $,943 $,53 м²,11,24,2,,ЖК Kadorr City
Одеса,Приморський,просп. Гагаріна,46 000 $,714 $,64.4 м²,1,5,2,,
Київ,Печерський,"вул. Андрія Верхогляда(Драгомирова), 1-20А",875 000 $,4 704 $,186 м²,22,30,4,Звіринецька(Дружби народів),ЖК Новопечерські Липки
Хмельницький,Озерна,"вул. Січових Стрільців, 2/4",156 000 $,1 418 $,110.3 м²,2,10,3,,ЖК Агора
Дніпро,Центральний,"бул. Кучеревського, 1",102 000 $,1 291 $,78.5 м²,8,10,2,,ЖК К12
Харків,Основ’янський,"вул. Вернадського, 1",70 000 $,814 $,90 м²,10,10,2,Проспект Гагаріна,
Київ,Подільський,"вул. Хорива, 15",75 000 $,1 974 $,38 м²,2,4,1,Контрактова площа,
Київ,Шевченківський,"вул. Володимирська, 40/2",250 000 $,3 676 $,68 м²,3,4,2,Золоті ворота,
Рівне,Політон,"вул. Київська, 19",95 000 $,2 317 $,41 м²,7,9,1,,ЖК Great House
Одеса,Київський,"Фонтанська дор., 122",46 500 $,775 $,60 м²,18,20,1,,ЖК Aqua Marine
Запоріжжя,Шевченківський,вул. Криворізька,14 999 $,294 $,50.73 м²,1,9,2,,
Рівне,Центр,вул. Котляревського,95 000 $,1 342 $,70.8 м²,1,4,2,,
Львів,Личаківський,вул. Зелена,80 000 $,959 $,83.4 м²,1,10,3,,
Ужгород,П'яний базар,"вул. Станційна, 111",31 650 $,904 $,35 м²,1,5,1,,
Буча,,"бул. Леоніда Бірюкова, 7",27 127 $,38 680 грн,29.1 м²,9,10,1,,ЖК Модуль
Хмельницький,Виставка,"вул. Зарічанська, 22/4",49 000 $,951 $,51.5 м²,5,9,2,,
Миколаїв,Інгульський,"вул. Будівельників, 18А",29 000 $,659 $,43.1 м²,5,5,2,,
Авангард,,вул. Проїзна,27 997 $,807 $,34.7 м²,5,5,1,,
Дніпро,Новокодацький,"вул. Галицького Данила, 43",19 000 $,413 $,46 м²,1,5,2,,
Одеса,Приморський,"пров. Курортний, 2",40 000 $,833 $,48 м²,5,25,1,,ЖК Атмосфера
Київ,Дніпровський,"вул. Марганецька, 26",32 000 $,838 $,38.2 м²,9,9,1,,
Луцьк,Центр,"Київський майд., 6",82 000 $,937 $,87.5 м²,11,16,4,,
Одеса,Приморський,"вул. Черняховського, 9",37 500 $,893 $,42 м²,3,5,2,,
Львів,Шевченківський,вул. Шевченка Тараса,100 000 $,2 778 $,36 м²,7,7,1,,
Крижанівка (Одеса),,вул. Софіївська,65 000 $,855 $,75.2 м²,10,10,2,,ЖК English House
Вінниця,,вул. Театральна,57 000 $,1 096 $,52 м²,2,3,2,,
Київ,Голосіївський,"вул. Феодосійська, 1А",69 000 $,1 605 $,43 м²,3,24,1,,
Київ,Голосіївський,"вул. Велика Китаївська, 10А",180 000 $,2 571 $,70 м²,13,21,2,,
Київ,Шевченківський,"вул. Дмитрівська, 2",100 000 $,1 408 $,71 м²,3,9,3,,
Київ,Голосіївський,"вул. Михайла Максимовича, 28Е",145 000 $,2 417 $,60 м²,7,21,2,,ЖК Нова Англія
Київ,Солом'янський,вул. Авіаконструктора Антонова,120 000 $,1 893 $,63.4 м²,22,24,1,,ЖК Sherwood
Київ,Печерський,вул. Андрія Верхогляда(Драгомирова),264 000 $,1 492 $,177 м²,26,30,4,,
Київ,Голосіївський,"вул. Феодосійська, 1",80 000 $,1 778 $,45 м²,12,24,1,,
Київ,Дарницький,"вул. Ахматової Анни, 5",71 000 $,934 $,76 м²,10,11,3,,
Київ,Солом'янський,"вул. Авіаконструктора Антонова, 2Б",217 000 $,1 938 $,112 м²,22,24,3,,ЖК Sherwood
Київ,Солом'янський,вул. Авіаконструктора Антонова,400 000 $,2 273 $,176 м²,22,24,4,,ЖК Sherwood
Київ,Голосіївський,"пров. Ясинуватський, 10",50 000 $,1 786 $,28 м²,14,25,1,,ЖК The Lakes
