City,Region,Address,Price(USD),Price for square metre(USD),Total area(m²),Floor,Num of floors,Num of rooms,Subway,Apartment complex
Київ,Печерський,"вул. Еспланадна, 30",275000,2043,134.6,4,5,5,Олімпійська,Не ЖК
Одеса,Київський,вул. Космонавта Комарова,22000,671,32.8,3,5,1,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,"вул. Університетська(Карла Маркса), 1Т/2",34000,596,57.2,7,14,2,Немає в цьому місті,Не ЖК
Одеса,Приморський,"вул. Карантинна, 22",96000,2400,40.0,7,11,1,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,вул. Павленка,33191,906,38.0,4,9,1,Немає в цьому місті,ЖК Нові Метри Center
Одеса,Пересипський,вул. Марсельська,22999,500,46.0,1,9,2,Немає в цьому місті,Не ЖК
Одеса,Пересипський,вул. Палія Семена,42000,494,85.3,7,12,4,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,вул. Кобилянської Ольги,29500,797,37.0,5,10,1,Немає в цьому місті,Не ЖК
Буча,Не відомо,"вул. Івана Кожедуба, 4В",36045,810,44.5,11,11,1,Немає в цьому місті,ЖК Millennium State
Ірпінь,Не відомо,вул. Достоєвського,29000,752,38.56,1,9,1,Немає в цьому місті,ЖК Синергія Сіті
Гнівань,Не відомо,вул. Богдана Хмельницького,34700,690,50.3,4,5,2,Немає в цьому місті,Не ЖК
Київ,Печерський,"вул. Михайла Бойчука, 19А",120000,2222,53.8,4,11,2,Звіринецька(Дружби народів),ЖК П'ятдесят друга перлина
Київ,Голосіївський,"вул. Васильківська, 27/1",76000,1333,57.0,5,5,2,Не вказано,Не ЖК
Київ,Деснянський,"вул. Миколи Закревського, 5А",71900,749,96.0,5,18,4,Не вказано,Не ЖК
Буча,Не відомо,вул. Бориса Гмирі,52500,1167,45.0,5,9,1,Немає в цьому місті,ЖК Нова Буча
Ірпінь,Не відомо,вул. Озерна,29000,763,38.0,7,10,1,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,вул. Кобилянської Ольги,49000,742,66.0,6,10,2,Немає в цьому місті,Не ЖК
Івано-Франківськ,Не відомо,"вул. Героїв Миколаєва(Сєченова), 129А",68000,883,77.0,7,9,3,Немає в цьому місті,ЖК Паркова Алея
Ірпінь,Не відомо,вул. Кобилянської Ольги,31200,821,38.0,5,10,1,Немає в цьому місті,ЖК Синергія Сіті
Ірпінь,Не відомо,вул. Достоєвського,50000,758,66.0,4,9,2,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,пров. Озерний,32000,842,38.0,6,10,1,Немає в цьому місті,Не ЖК
Гостомель,Не відомо,"вул. Мисливська, 3Б",58500,873,67.0,3,9,2,Немає в цьому місті,ЖК Parktown
Київ,Дніпровський,"вул. Новаторів, 9",59900,1198,50.0,2,12,2,Не вказано,Не ЖК
Ірпінь,Не відомо,вул. Кобилянської Ольги,63400,813,78.0,5,10,3,Немає в цьому місті,ЖК Синергія Сіті
Київ,Голосіївський,"вул. Михайла Максимовича, 24В",105000,1382,76.0,4,16,2,Васильківська,ЖК Нова Англія
Ірпінь,Не відомо,вул. Кобилянської Ольги,32000,821,39.0,6,10,1,Немає в цьому місті,Не ЖК
Харків,Київський,"вул. Борткевича, 1",43000,551,76.7,9,9,1,Академіка Павлова,Не ЖК
Ірпінь,Не відомо,вул. Достоєвського,62000,775,80.0,5,10,3,Немає в цьому місті,Не ЖК
Одеса,Не відомо,вул. Владислава Бувалкіна(Генерала Бочарова),43000,694,61.9,2,5,2,Немає в цьому місті,Не ЖК
Буча,Не відомо,"вул. Івана Кожедуба, 4В",39115,770,50.8,11,11,1,Немає в цьому місті,ЖК Мілленіум Сіті
Тернопіль,Центр,"вул. Білогірська, 3А",75000,1172,64.0,3,11,3,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,вул. Достоєвського,30000,750,40.0,5,9,1,Немає в цьому місті,Не ЖК
Тернопіль,Бам,"вул. Смакули, 7",32500,793,41.0,8,11,1,Немає в цьому місті,Не ЖК
Кременчук,Автозаводський,"мас. 278 квартал, 25",27000,529,51.4,1,9,2,Немає в цьому місті,Не ЖК
Одеса,Київський,"вул. Академіка Вільямса, 81 корпус 3",36000,563,62.6,2,9,3,Немає в цьому місті,Не ЖК
Ужгород,Не відомо,"вул. Івана Фогарашія, 17",99000,1650,60.0,5,7,2,Немає в цьому місті,ЖК Mala Praha
Буча,Не відомо,"вул. Івана Кожедуба, 4В",40050,900,44.5,6,11,1,Немає в цьому місті,ЖК Мілленіум Сіті
Харків,Київський,вул. Потебні,205000,1623,126.3,2,6,4,Майдан Конституції,Не ЖК
Ірпінь,Не відомо,вул. Кобилянської Ольги,58000,734,79.0,5,10,3,Немає в цьому місті,Не ЖК
Буча,Не відомо,"бул. Леоніда Бірюкова, 7",35627,803,46.0,8,10,1,Немає в цьому місті,ЖК Модуль
Крижанівка (Одеса),Не відомо,"вул. Академіка Сахарова, 3В",50000,794,63.0,23,25,2,Немає в цьому місті,ЖК Сорок сьома перлина
Тернопіль,Східний,вул. Монастирського Антона,52000,839,62.0,4,5,3,Немає в цьому місті,Не ЖК
Буча,Не відомо,"вул. Бориса Гмирі, 11/5",45000,600,74.8,1,9,3,Немає в цьому місті,ЖК Нова Буча
Ірпінь,Не відомо,"вул. Павленка, 58",72500,1576,46.0,7,10,1,Немає в цьому місті,ЖК Нові Метри Center
Одеса,Київський,вул. Академіка Вільямса,40500,827,49.0,3,9,2,Немає в цьому місті,Не ЖК
Петриків,Не відомо,вул. Козацька,58000,1036,56.0,3,3,2,Немає в цьому місті,Не ЖК
Хмельницький,Виставка,вул. Будівельників,39990,656,61.0,6,10,1,Немає в цьому місті,Не ЖК
Буча,Не відомо,"вул. Івана Кожедуба, 4Б",40590,900,45.1,10,11,1,Немає в цьому місті,ЖК Мілленіум Сіті
Буча,Не відомо,"бул. Леоніда Бірюкова, 7",27107,973,28.9,5,10,1,Немає в цьому місті,ЖК Модуль
Київ,Подільський,"вул. Віктора Некрасова(Північно-Сирецька), 12А",60000,1333,45.0,19,26,1,Нивки,ЖК Dibrova Park
Київ,Шевченківський,"вул. Юрія Іллєнка, 89",39500,1795,22.0,4,9,1,Дорогожичі,Не ЖК
Луцьк,Центр,"вул. Рівненська, 4",64950,1002,64.8,7,14,2,Немає в цьому місті,ЖК Kyiv Sky
Хмельницький,Виставка,"вул. Вінницька, 1/8",47500,679,70.0,1,9,2,Немає в цьому місті,Не ЖК
Хмельницький,Виставка,вул. Будівельників,39990,656,61.0,6,10,2,Немає в цьому місті,Не ЖК
Буча,Не відомо,"вул. Івана Кожедуба, 4Б",34910,860,40.6,11,11,1,Немає в цьому місті,ЖК Мілленіум Сіті
Київ,Голосіївський,"вул. Юлії Здановської(Михайла Ломоносова), 50/2",76900,1748,44.0,7,18,1,Не вказано,ЖК Ліко-Град 3
Буча,Не відомо,"вул. Вишнева, 35",27107,973,28.9,5,10,1,Немає в цьому місті,Не ЖК
Буча,Не відомо,"бул. Леоніда Бірюкова, 7",31616,904,36.3,2,10,1,Немає в цьому місті,ЖК Модуль
Ірпінь,Не відомо,"вул. Університетська(Карла Маркса), 2Ф/2",58000,1208,46.7,2,10,2,Немає в цьому місті,ЖК Карат
Ірпінь,Не відомо,вул. Кобилянської Ольги,29000,829,35.0,4,10,1,Немає в цьому місті,ЖК Синергія Сіті
Луцьк,Центр,"вул. Рівненська, 4",74450,1064,70.0,8,14,2,Немає в цьому місті,ЖК Kyiv Sky
Коломия,Не відомо,вул. Мазепи,62000,827,75.0,1,2,3,Немає в цьому місті,Не ЖК
Одеса,Приморський,пров. Кордонний,67000,1031,65.0,2,19,2,Немає в цьому місті,ЖК Корфу
