City,Region,Address,Price(USD),Price for square metre(USD),Total area(m²),Floor,Num of floors,Num of rooms,Subway,Apartment complex
Івано-Франківськ,Пасічна,"вул. Целевича Юліана, 4В",87500,1312,66.7,3,10,2,Немає в цьому місті,ЖК Світанок
Луцьк,Центр,"вул. Лесі Українки, 18",39000,722,54.0,1,4,3,Немає в цьому місті,Не ЖК
Вінниця,Ленінський,вул. Пирогова,66000,815,81.0,4,10,4,Немає в цьому місті,Не ЖК
Миколаїв,Центральний,вул. Мостобудівників,32000,762,42.0,4,12,1,Немає в цьому місті,ЖК Грандбуд
Одеса,Приморський,"вул. Каманіна, 16А/3",65000,1300,50.0,23,25,1,Немає в цьому місті,ЖК Сорок третя перлина
Хмельницький,Південно-Західний,вул. Тернопільська,25500,802,31.8,1,5,1,Немає в цьому місті,Не ЖК
Винники (Львів),Не відомо,вул. Галицька,41000,774,53.0,3,5,1,Немає в цьому місті,ЖК Святих Ольги та Єлизавети
Хотів,Не відомо,"вул. Промислова, 1К",110000,1846,58.6,4,6,2,Немає в цьому місті,ЖК Емоція
Дніпро,Соборний,"пров. Добровольців, 3",60000,857,70.0,4,19,3,Не вказано,Не ЖК
Київ,Шевченківський,"вул. Ігоря Турчина, 12",50000,1062,47.1,2,5,2,Нивки,Не ЖК
Слобожанське,Не відомо,"вул. Співдружності, 1 корпус 2",115000,1533,75.0,9,12,2,Немає в цьому місті,ЖК Дніпровська Брама
Слобожанське,Не відомо,"вул. Співдружності, 1 корпус 2",118000,1573,75.0,8,12,2,Немає в цьому місті,ЖК Дніпровська Брама
Мукачево,Підгоряни,"вул. Руська, 17А",47000,859,54.7,1,5,2,Немає в цьому місті,Не ЖК
Київ,Печерський,вул. Андрія Верхогляда(Драгомирова),1200000,4615,233.1,10,27,5,Не вказано,ЖК Новопечерські Липки
Слобожанське,Не відомо,"ул. Співдружності, 1 корпус 2",118000,1573,75.0,8,12,2,Немає в цьому місті,ЖК Дніпровська Брама
Мукачево,Підгоряни,"ул. Руська, 17А",47000,859,54.7,1,5,2,Немає в цьому місті,Не ЖК
Київ,Печерський,ул. Андрія Верхогляда(Драгомирова),1200000,4615,233.1,10,27,5,Не вказано,ЖК Новопечерські Липки
Одеса,Пересипський,"ул. Владислава Бувалкіна(Генерала Бочарова), 13",25000,694,38.0,11,16,1,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,"ул. Миколи Сингаївського(Новооскольська), 2Б",22500,784,28.7,4,5,1,Немає в цьому місті,ЖК Бургундія
Київ,Святошинський,"ул. Авіаконструкторська(Генерала Вітрука), 4/9",42000,1050,37.3,5,5,1,Святошин,Не ЖК
Київ,Дарницький,"просп. Миколи Бажана, 1А",85000,1302,65.3,25,25,2,Славутич,ЖК Зарічний
Київ,Дарницький,"ул. Бориса Гмирі, 9В",110000,1061,103.7,1,14,3,Позняки,Не ЖК
Вінниця,Ленінський,"ул. Костянтина Василенка, 6",53000,828,64.0,5,9,3,Немає в цьому місті,Не ЖК
Зарванці,Не відомо,ул. Одеська,46000,926,49.7,3,10,1,Немає в цьому місті,Не ЖК
Вінниця,Ленінський,ул. Марії Литвиненко-Вольгемут,53000,828,64.0,7,9,3,Немає в цьому місті,Не ЖК
Вінниця,Ленінський,"ул. Василя Порика, 1",43500,1450,30.0,1,5,1,Немає в цьому місті,Не ЖК
Агрономічне,Не відомо,ул. Тімірязєва,33000,635,52.0,5,5,2,Немає в цьому місті,Не ЖК
Івано-Франківськ,Пасічна,"ул. Пасічна, 1",39500,705,56.0,5,5,2,Немає в цьому місті,Не ЖК
Одеса,Приморський,"бул. Французький, 16",53000,1010,52.5,5,16,2,Немає в цьому місті,Не ЖК
Мукачево,Не відомо,"ул. Ужгородська, 165А",36405,900,40.45,1,8,1,Немає в цьому місті,Не ЖК
Дніпро,Соборний,бул. Слави,25000,702,35.6,1,16,1,Не вказано,Не ЖК
Харків,Холодногірський,"ул. Холодногірська, 16",25000,714,35.0,12,12,1,Холодна гора,Не ЖК
Київ,Дарницький,"ул. Вишняківська, 12",75000,1442,52.0,3,10,2,Харківська,Не ЖК
Ірпінь,Не відомо,"ул. Василя Стуса(Пушкінська), 25В",40500,1157,35.0,11,12,1,Немає в цьому місті,ЖК Сяйво
Київ,Дарницький,"вул. Вишняківська, 12",75000,1442,52.0,3,10,2,Харківська,Не ЖК
Ірпінь,Не відомо,"вул. Василя Стуса(Пушкінська), 25В",40500,1157,35.0,11,12,1,Немає в цьому місті,ЖК Сяйво
Вінниця,Замостянський,вул. Сергія Зулінського,49000,1049,46.7,7,10,2,Немає в цьому місті,Не ЖК
Вінницькі Хутори,Не відомо,Немирівське шосе,58000,1208,48.0,1,10,1,Немає в цьому місті,ЖК Сімейний Comfort
Одеса,Приморський,вул. Водопровідна,13000,701,18.55,1,2,1,Немає в цьому місті,Не ЖК
Дніпро,Соборний,вул. Левка Лук’яненка,46000,885,52.0,2,4,2,Не вказано,Не ЖК
Харків,Індустріальний,вул. Олександра Зубарєва,18000,383,44.9,10,12,2,Індустріальна,Не ЖК
Фонтанка (Одеса),Не відомо,вул. Незалежності,23500,691,34.1,6,10,1,Немає в цьому місті,ЖК Форрест
Київ,Голосіївський,"вул. Михайла Максимовича, 26В",148000,2349,61.4,17,21,2,Васильківська,ЖК Нова Англія
Черкаси,Соснівський,"вул. Жужоми Сержанта, 7",85000,1466,57.1,3,11,2,Немає в цьому місті,ЖК Нова Митниця
Дніпро,Самарський,"вул. 20-річчя Перемоги, 55",32000,660,47.9,5,9,2,Не вказано,Не ЖК
Ірпінь,Не відомо,"вул. Соборна, 2К/6",34500,863,39.2,1,5,1,Немає в цьому місті,ЖК Молодість
Київ,Оболонський,"пров. Балтійський, 3А",82000,1909,43.0,24,25,1,Оболонь,ЖК Navigator
Харків,Салтівський,"вул. Джерельна, 9",25000,595,41.6,11,12,1,Героїв праці,Не ЖК
Ірпінь,Не відомо,"вул. Давидчука, 35",49000,1531,32.0,3,4,1,Немає в цьому місті,ЖК Елемент
Буча,Не відомо,"пров. Тарасівський, 10Д",65000,942,68.8,1,10,2,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,вул. Університетська(Карла Маркса),83000,1063,78.1,3,16,3,Немає в цьому місті,ЖК Центральний-2
Ірпінь,Не відомо,вул. Павленка,63000,1088,57.9,7,10,2,Немає в цьому місті,ЖК Нові Метри Center
Біла Церква,Не відомо,вул. Ярослава Мудрого,45000,725,62.1,2,5,3,Немає в цьому місті,Не ЖК
Вінниця,Ленінський,вул. Келецька,62000,1033,60.0,1,5,3,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,"вул. Григорія Сковороди, 11/8",69000,1386,49.8,7,10,2,Немає в цьому місті,ЖК Синергія-3
Ірпінь,Не відомо,"вул. Миколи Сингаївського(Новооскольська), 2Б/1",33000,1269,26.0,3,5,1,Немає в цьому місті,ЖК Бургундія
Ірпінь,Не відомо,"вул. Кобилянської Ольги, 1В/8",80325,1434,56.0,2,10,2,Немає в цьому місті,ЖК Синергія Сіті
Ірпінь,Не відомо,"вул. Григорія Сковороди, 23",46891,824,59.0,9,10,2,Немає в цьому місті,ЖК Фортуна-2
Ірпінь,Не відомо,"вул. Олени Теліги(Лермонтова), 2Д",69000,1533,45.0,13,15,1,Немає в цьому місті,ЖК Алфавіт
Ірпінь,Не відомо,"вул. Достоєвського, 1В/3",31887,919,36.0,8,10,1,Немає в цьому місті,ЖК Фортуна-2
Ірпінь,Не відомо,вул. Григорія Сковороди,44900,1182,38.0,10,10,2,Немає в цьому місті,ЖК Фортуна-2
Буча,Не відомо,пров. Тихого,62000,1442,43.0,8,10,1,Немає в цьому місті,ЖК Мілленіум Сіті
Ірпінь,Не відомо,"вул. Щаслива, 15А",28900,1032,28.0,3,5,1,Немає в цьому місті,ЖК Щасливий
Ірпінь,Не відомо,"вул. Достоєвського, 2В/19",48390,778,62.2,9,9,2,Немає в цьому місті,ЖК Синергія Сіті
Ірпінь,Не відомо,"вул. Достоєвського, 1Б/19",26300,804,32.7,4,9,1,Немає в цьому місті,ЖК Синергія Сіті
Ірпінь,Не відомо,"вул. Достоєвського, 1Б/19",30630,815,37.6,4,9,1,Немає в цьому місті,ЖК Синергія Сіті
Ірпінь,Не відомо,"вул. Миколи Сингаївського(Новооскольська), 2Б/1",30000,1364,22.0,2,5,1,Немає в цьому місті,ЖК Бургундія
Львів,Залізничний,"вул. Щирецька, 28",61180,1340,45.65,7,7,1,Немає в цьому місті,ЖК Well Home
Винники (Львів),Не відомо,вул. Галицька,84000,1307,64.26,7,7,2,Немає в цьому місті,ЖК PERFECT LIFE
Винники (Львів),Не відомо,вул. Галицька,70400,1210,58.18,6,7,2,Немає в цьому місті,ЖК PERFECT LIFE
Львів,Франківський,"вул. Стрийська, 108",211900,1500,141.0,16,16,3,Немає в цьому місті,Не ЖК
Львів,Залізничний,"вул. Щирецька, 28",54825,1400,39.16,5,9,1,Немає в цьому місті,ЖК Well Home
Винники (Львів),Не відомо,вул. Галицька,45000,1362,33.04,5,5,1,Немає в цьому місті,ЖК PERFECT LIFE
Львів,Франківський,"вул. Стрийська, 108",119900,1689,71.0,5,16,2,Немає в цьому місті,Не ЖК
Львів,Залізничний,"вул. Щирецька, 28",88640,1390,63.77,2,9,2,Немає в цьому місті,ЖК Well Home
Запоріжжя,Шевченківський,"вул. Пархоменка, 22",19700,469,42.0,4,5,2,Немає в цьому місті,Не ЖК
Вінниця,Ленінський,"вул. Академіка Заболотного, 30",69999,1556,45.0,2,12,1,Немає в цьому місті,ЖК Слов'янський
Зарванці,Не відомо,вул. Одеська,60000,1224,49.0,3,9,1,Немає в цьому місті,ЖК Барський
Білогородка,Не відомо,"вул. Європейська, 4",40000,1026,39.0,4,11,1,Немає в цьому місті,ЖК Перший парковий квартал
Харків,Салтівський,вул. Гвардійців-Широнінців,23000,377,61.0,5,5,3,Академіка Барабашова,Не ЖК
Хмельницький,Південно-Західний,Львівське шосе,29500,894,31.2,7,9,1,Немає в цьому місті,Не ЖК
Хмельницький,Озерна,вул. Лісогринівецька,66500,1231,54.0,1,12,1,Немає в цьому місті,Не ЖК
Хмельницький,Центр,вул. Шевченка,76000,887,85.7,6,10,2,Немає в цьому місті,Не ЖК
Київ,Дарницький,"вул. Ревуцького, 11В",65000,1204,54.0,10,16,2,Не вказано,Не ЖК
Львів,Залізничний,вул. Залізнична,110000,1930,55.41,7,10,1,Немає в цьому місті,ЖК Шенген
Рівне,Не відомо,вул. Кобзарська,43500,1279,34.1,1,9,1,Немає в цьому місті,Не ЖК
Київ,Солом'янський,"бул. Вацлава Гавела, 83",45000,1023,44.0,1,5,2,Берестейська,Не ЖК
Львів,Не відомо,"вул. Городоцька, 173",75000,1426,52.6,1,4,2,Немає в цьому місті,Не ЖК
Київ,Печерський,"вул. Маккейна Джона, 26",270000,1901,142.4,22,25,3,Печерська,ЖК Richmond
Дніпро,Новокодацький,"вул. Івасюка Володимира, 58",24000,637,37.7,1,1,2,Метробудівників,Не ЖК
Харків,Холодногірський,"пров. Пластичний, 8",40000,800,50.0,2,9,2,Не вказано,Не ЖК
Запоріжжя,Шевченківський,"вул. Бочарова, 16А",21800,484,45.0,3,5,2,Немає в цьому місті,Не ЖК
Одеса,Приморський,"пров. Світлий, 3",180000,1682,107.0,2,11,3,Немає в цьому місті,Не ЖК
Вінниця,Ленінський,вул. Олександри Бурбело(Писарєва),65000,1121,57.7,2,5,3,Немає в цьому місті,Не ЖК
Київ,Дарницький,"вул. Чавдар Єлизавети, 8",132000,1234,107.0,4,21,3,Осокорки,ЖК Молодіжний квартал
Одеса,Не відомо,вул. Перлинна,42000,1105,36.5,17,19,1,Немає в цьому місті,ЖК Тридцять сьома перлина
Ірпінь,Не відомо,"вул. Соборна, 2К/4",37882,924,41.0,4,5,1,Немає в цьому місті,ЖК Молодість
Одеса,Київський,"вул. Перлинна, 3",33500,985,34.0,11,18,1,Немає в цьому місті,ЖК П'ята перлина
Одеса,Київський,"вул. Люстдорфська дорога, 135Д",95000,1357,70.0,22,25,2,Немає в цьому місті,ЖК Омега
Вінниця,Ленінський,вул. Івана Миколайчука,75000,1161,64.6,1,9,3,Немає в цьому місті,Не ЖК
Ужгород,Не відомо,вул. Котляревського,45000,1023,44.0,1,5,1,Немає в цьому місті,Не ЖК
Полтава,Шевченківський (Жовтневий),вул. Станіславського,53000,1091,48.6,1,9,2,Немає в цьому місті,Не ЖК
Полтава,Київський,вул. Петлюри Симона,105000,1425,73.7,5,8,2,Немає в цьому місті,Не ЖК
Львів,Сихівський,"вул. Зелена, 269М",110000,1642,67.0,12,16,2,Немає в цьому місті,ЖК Яскравий Львів
Полтава,Київський,вул. Стрітенська,42000,611,68.7,1,5,3,Немає в цьому місті,Не ЖК
Полтава,Подільський,вул. Вузька,75000,1062,70.6,1,10,2,Немає в цьому місті,"ЖК вул. Вузька, 7а"
Вінниця,Замостянський,вул. Київська,33000,1500,22.2,7,9,1,Немає в цьому місті,Не ЖК
Хмельницький,Озерна,"вул. Панаса Мирного, 19",38700,860,45.0,2,9,1,Немає в цьому місті,ЖК Рів'єра
Дніпро,Шевченківський,"Запорізьке шосе, 19",41500,716,57.9,2,9,3,Не вказано,Не ЖК
Ірпінь,Не відомо,"вул. Миколи Сингаївського(Новооскольська), 34Б",31000,939,33.4,2,4,1,Немає в цьому місті,Не ЖК
Вінниця,Замостянський,вул. Стеценка,97000,1169,83.3,9,10,4,Немає в цьому місті,Не ЖК
Дніпро,Не відомо,"вул. Миронова, 9",38000,1000,38.0,13,13,1,Не вказано,Не ЖК
Ворзель,Не відомо,"вул. Щаслива(Декабристів), 10",40000,889,44.7,5,5,2,Немає в цьому місті,ЖК Green Park
Ірпінь,Не відомо,"вул. Кобилянської Ольги, 18",33295,886,39.0,4,9,1,Немає в цьому місті,Не ЖК
Одеса,Приморський,"вул. Педагогічна, 21 корпус 1",95000,1166,81.5,9,19,3,Немає в цьому місті,ЖК Акапулько 2
Ворзель,Не відомо,"вул. Щаслива(Декабристів), 10",33000,738,44.7,5,5,2,Немає в цьому місті,ЖК Green Park
Київ,Печерський,"вул. Панаса Мирного, 10",299000,1848,161.8,4,10,3,Печерська,Не ЖК
Київ,Шевченківський,"вул. Білоруська, 32",92000,1314,70.0,2,5,2,Лук'янівська,Не ЖК
Ірпінь,Не відомо,вул. Миколи Сингаївського(Новооскольська),27000,771,36.4,4,5,1,Немає в цьому місті,Не ЖК
Одеса,Приморський,пров. Мукачівський,70000,1250,56.0,3,3,3,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,вул. Кобилянської Ольги,31094,922,35.0,3,9,1,Немає в цьому місті,ЖК Синергія Сіті
Одеса,Приморський,бул. Французький,71000,904,78.5,1,16,3,Немає в цьому місті,Не ЖК
Київ,Оболонський,"просп. Маршала Рокоссовського, 10",36658,1297,28.0,6,9,1,Оболонь,Не ЖК
Миколаїв (Пустомити),Не відомо,"вул. Зелена, 3",15000,435,34.5,2,2,1,Немає в цьому місті,Не ЖК
Кобаки,Не відомо,"вул. Головна, 85",35500,388,91.5,1,2,3,Немає в цьому місті,Не ЖК
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",59918,830,72.19,3,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",52705,830,63.5,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",34553,850,40.65,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",35182,850,41.39,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",53178,830,64.07,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",36865,850,43.37,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",67529,830,81.36,3,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",39168,850,46.08,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",67097,830,80.84,3,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",52780,830,63.59,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",38837,850,45.69,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",50257,830,60.55,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",50257,830,60.55,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",35352,850,41.59,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",56340,830,67.88,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",35564,850,41.84,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",56340,830,67.88,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",56340,830,67.88,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",55170,830,66.47,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",38565,850,45.37,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",51427,830,61.96,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",38565,850,45.37,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",54473,830,65.63,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",54473,830,65.63,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",36754,850,43.24,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",41060,830,49.47,2,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",35216,850,41.43,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",40571,850,47.73,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",55029,830,66.3,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",55029,830,66.3,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",47484,830,57.21,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",47484,830,57.21,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",43077,830,51.9,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",35785,850,42.1,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",35037,850,41.22,1,10,1,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",56996,830,68.67,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Крихівці (Івано-Франківськ),Не відомо,"вул. Приозерна, 2",56996,830,68.67,2,10,2,Немає в цьому місті,ЖК Millennium (5 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",40771,930,43.84,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",41348,930,44.46,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",81639,900,90.71,3,10,3,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",40771,930,43.84,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",58860,900,65.4,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",58734,900,65.26,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",58302,900,64.78,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",58914,900,65.46,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",64593,900,71.77,3,10,3,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",60579,900,67.31,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",58581,900,65.09,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",39860,930,42.86,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",58851,900,65.39,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",57177,900,63.53,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",60831,900,67.59,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",40771,930,43.84,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",36875,930,39.65,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",58950,900,65.5,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",39107,930,42.05,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",41348,930,44.46,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",56205,900,62.45,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",62352,900,69.28,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",39534,930,42.51,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",56349,900,62.61,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",59607,900,66.23,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",58968,900,65.52,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",37628,930,40.46,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",60777,900,67.53,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",81000,900,90.0,3,10,3,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",36465,930,39.21,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",60867,900,67.63,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",51516,900,57.24,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",39516,930,42.49,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",41441,930,44.56,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",60192,900,66.88,2,10,2,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",36000,930,38.71,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Івано-Франківськ,Не відомо,"вул. Національної Гвардії, 14С",36344,930,39.08,1,10,1,Немає в цьому місті,ЖК Паркове містечко (7 черга)
Ірпінь,Не відомо,вул. Університетська(Карла Маркса),47000,839,57.2,7,16,2,Немає в цьому місті,Не ЖК
Ужгород,Боздош,вул. Хіри Олександра,105000,955,110.0,5,5,3,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,"вул. Західна, 12",99900,1586,62.6,3,10,2,Немає в цьому місті,Не ЖК
Харків,Немишлянський,бул. Жасминовий,42000,545,77.0,1,9,4,Не вказано,Не ЖК
Ужгород,Новий,"вул. Ігоря Сікорського(Можайського), 5",42500,867,49.0,4,5,2,Немає в цьому місті,Не ЖК
Харків,Шевченківський,"вул. Клочкова Василя, 197Б",25000,694,36.9,7,9,1,Ботанічний сад,Не ЖК
Ірпінь,Не відомо,"вул. Університетська(Карла Маркса), 3/4",47000,1044,45.0,13,16,1,Немає в цьому місті,ЖК Центральний-2
Івано-Франківськ,Княгинин,"вул. Княгинин, 44",68000,723,94.1,4,14,3,Немає в цьому місті,Не ЖК
Харків,Основ’янський,"вул. Лисаветинська, 3",48500,630,77.0,9,16,3,Проспект Гагаріна,ЖК Левада
Полтава,Шевченківський (Жовтневий),"вул. Героїв АТО, 116 корпус 2",36000,554,62.6,4,9,3,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,"вул. Університетська(Карла Маркса), 3/6",40500,988,41.4,13,17,1,Немає в цьому місті,Не ЖК
Тернопіль,Старий парк,"вул. Миколи Леонтовича(Глінки Михайла), 4",21000,700,30.0,1,3,1,Немає в цьому місті,Не ЖК
